"V1","V2","V3","V4","V5","V6","V7","V8","V9"
"G235273","Non-Essential","Histones","RNA processing complexes","Cell cycle defects","PS00626","4","CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle)","nucleus."
"G235273","Non-Essential","Transcription factors","RNA processing complexes","Conditional phenotypes","PS00340","4","CELL GROWTH, CELL DIVISION AND DNA SYNTHESIS","nucleus."
"G235273","Non-Essential","Transcription factors","RNA processing complexes","Conditional phenotypes","PS00340","4","CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle)","nucleus."
"G235273","Non-Essential","Transcription factors","RNA processing complexes","Conditional phenotypes","PS00626","4","CELL GROWTH, CELL DIVISION AND DNA SYNTHESIS","nucleus."
"G235273","Non-Essential","Transcription factors","RNA processing complexes","Conditional phenotypes","PS00626","4","CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle)","nucleus."
"G235273","Non-Essential","Transcription factors","RNA processing complexes","Nucleic acid metabolism defects","PS00340","4","CELL GROWTH, CELL DIVISION AND DNA SYNTHESIS","nucleus."
"G235273","Non-Essential","Transcription factors","RNA processing complexes","Nucleic acid metabolism defects","PS00340","4","CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle)","nucleus."
"G235273","Non-Essential","Transcription factors","RNA processing complexes","Nucleic acid metabolism defects","PS00626","4","CELL GROWTH, CELL DIVISION AND DNA SYNTHESIS","nucleus."
"G235273","Non-Essential","Transcription factors","RNA processing complexes","Nucleic acid metabolism defects","PS00626","4","CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle)","nucleus."
"G235274","Non-Essential","Transcription factors","Transcription complexes/Transcriptosome","Nucleic acid metabolism defects","PS00017","4","CELL GROWTH, CELL DIVISION AND DNA SYNTHESIS","nucleus."
"G235274","Non-Essential","Transcription factors","Transcription complexes/Transcriptosome","Nucleic acid metabolism defects","PS00017","4","CELL RESCUE, DEFENSE, CELL DEATH AND AGEING","nucleus."
"G235274","Non-Essential","Transcription factors","Transcription complexes/Transcriptosome","Nucleic acid metabolism defects","PS00017","4","CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle)","nucleus."
"G235277","Non-Essential","GTP-binding proteins","Cytoskeleton","Cell morphology and organelle mutants","PS00019","4","CELL GROWTH, CELL DIVISION AND DNA SYNTHESIS","cytoskeleton."
"G235277","Non-Essential","Motorproteins","Cytoskeleton","Cell morphology and organelle mutants","PS00017","4","CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle)","cytoskeleton."
"G235277","Non-Essential","Motorproteins","Cytoskeleton","Mating and sporulation defects","PS00017","4","CELL GROWTH, CELL DIVISION AND DNA SYNTHESIS","cytoskeleton."
"G235277","Non-Essential","Motorproteins","Cytoskeleton","Mating and sporulation defects","PS00017","4","CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle)","cytoskeleton."
"G235277","Non-Essential","Protein Kinases","Cytoskeleton","Stress response defects","PS00019","4","CELL GROWTH, CELL DIVISION AND DNA SYNTHESIS","cytoskeleton."
"G235277","Non-Essential","GTP-binding proteins","Cytoskeleton","Stress response defects","PS00019","4","CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle)","cytoskeleton."
"G235278","Non-Essential","Transcription factors","Histone acetyltransferase complexes","Mating and sporulation defects","PS00027","4","CELL GROWTH, CELL DIVISION AND DNA SYNTHESIS","nucleus."
"G235278","Non-Essential","Transcription factors","Histone acetyltransferase complexes","Mating and sporulation defects","PS00463","4","CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle)","nucleus."
"G235278","Non-Essential","Transcription factors","Histone acetyltransferase complexes","Mating and sporulation defects","PS00028","4","TRANSCRIPTION","nucleus."
"G235278","Non-Essential","Transcription factors","Transcription complexes/Transcriptosome","Mating and sporulation defects","PS00027","4","CELL GROWTH, CELL DIVISION AND DNA SYNTHESIS","nucleus."
"G235278","Non-Essential","Transcription factors","Transcription complexes/Transcriptosome","Mating and sporulation defects","PS00017","4","CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle)","nucleus."
"G235278","Non-Essential","Transcription factors","Transcription complexes/Transcriptosome","Mating and sporulation defects","PS00017","4","TRANSCRIPTION","nucleus."
"G235279","Essential","Polymerases","Transcription complexes/Transcriptosome","Nucleic acid metabolism defects","PS00115","4","CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle)","nucleus."
"G235279","Essential","Polymerases","Transcription complexes/Transcriptosome","Conditional phenotypes","PS00115","4","TRANSCRIPTION","nucleus."
"G235281","Essential","Polymerases","Intracellular transport complexes","Cell morphology and organelle mutants","PS01132","4","CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle)","golgi."
"G235281","Essential","ATPases","Intracellular transport complexes","Cell morphology and organelle mutants","PS00017","4","CELLULAR TRANSPORT AND TRANSPORTMECHANISMS","golgi."
"G235285","Essential","Protein phosphatases","RNA processing complexes","Cell morphology and organelle mutants","PS00566","4","CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle)","nucleus."
"G235285","Essential","Actin related proteins","RNA processing complexes","Cell morphology and organelle mutants","PS01132","4","CELLULAR TRANSPORT AND TRANSPORTMECHANISMS","nucleus."
"G235285","Essential","ATPases","RNA processing complexes","Cell morphology and organelle mutants","PS00633","4","PROTEIN DESTINATION","nucleus."
"G235285","Essential","Polymerases","RNA processing complexes","Cell morphology and organelle mutants","PS00028","4","TRANSCRIPTION","nucleus."
"G235285","Essential","Transcription factors","RNA processing complexes","Conditional phenotypes","PS00028","4","CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle)","nucleus."
"G235285","Essential","Transcription factors","RNA processing complexes","Conditional phenotypes","PS00028","4","CELLULAR TRANSPORT AND TRANSPORTMECHANISMS","nucleus."
"G235285","Essential","Transcription factors","RNA processing complexes","Conditional phenotypes","PS00028","4","PROTEIN DESTINATION","nucleus."
"G235285","Essential","Protein Kinases","RNA processing complexes","Conditional phenotypes","PS00108","4","TRANSCRIPTION","nucleus."
"G235285","Essential","Protein Kinases","RNA processing complexes","Nucleic acid metabolism defects","PS00108","4","CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle)","nucleus."
"G235285","Essential","Protein Kinases","RNA processing complexes","Nucleic acid metabolism defects","PS00108","4","CELLULAR TRANSPORT AND TRANSPORTMECHANISMS","nucleus."
"G235285","Essential","ATPases","RNA processing complexes","Nucleic acid metabolism defects","PS00108","4","PROTEIN DESTINATION","nucleus."
"G235285","Essential","Protein Kinases","RNA processing complexes","Nucleic acid metabolism defects","PS00107","4","TRANSCRIPTION","nucleus."
"G235287","Non-Essential","Histones","Histone acetyltransferase complexes","Conditional phenotypes","PS00343","4","CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle)","nucleus."
"G235287","Non-Essential","Transcription factors","Histone acetyltransferase complexes","Conditional phenotypes","PS00463","4","TRANSCRIPTION","nucleus."
"G235287","Non-Essential","Transcription factors","Intracellular transport complexes","Conditional phenotypes","PS00017","4","CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle)","nucleus."
"G235287","Non-Essential","Protein phosphatases","Intracellular transport complexes","Conditional phenotypes","PS00017","4","TRANSCRIPTION","nucleus."
"G235287","Non-Essential","Transcription factors","Transcription complexes/Transcriptosome","Conditional phenotypes","PS00017","4","CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle)","nucleus."
"G235287","Non-Essential","Transcription factors","Transcription complexes/Transcriptosome","Conditional phenotypes","PS00017","4","TRANSCRIPTION","nucleus."
"G235288","Non-Essential","GTP-binding proteins","Translation complexes","Conditional phenotypes","PS00646","4","CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle)","cytoplasm."
"G235288","Non-Essential","GTP-binding proteins","Translation complexes","Sensitivity to antibiotics","PS00646","4","PROTEIN SYNTHESIS","cytoplasm."
"G235293","Essential","Polymerases","Intracellular transport complexes","Cell morphology and organelle mutants","PS00014","4","CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle)","golgi."
"G235293","Essential","ATPases","Intracellular transport complexes","Cell morphology and organelle mutants","PS00014","4","CELLULAR TRANSPORT AND TRANSPORTMECHANISMS","golgi."
"G235294","Essential","Polymerases","RNA processing complexes","Cell morphology and organelle mutants","PS00115","4","CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle)","nucleus."
"G235294","Essential","ATPases","RNA processing complexes","Conditional phenotypes","PS00017","4","PROTEIN DESTINATION","nucleus."
"G235294","Essential","Polymerases","RNA processing complexes","Cell morphology and organelle mutants","PS00028","4","TRANSCRIPTION","nucleus."
"G235297","Essential","ATPases","Intracellular transport complexes","Cell morphology and organelle mutants","PS00014","4","CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle)","ER."
"G235297","Essential","ATPases","Intracellular transport complexes","Cell morphology and organelle mutants","PS00014","4","CELLULAR TRANSPORT AND TRANSPORTMECHANISMS","ER."
"G235297","Essential","Actin related proteins","Intracellular transport complexes","Cell morphology and organelle mutants","PS00014","4","PROTEIN DESTINATION","ER."
"G235297","Essential","Protein Kinases","Intracellular transport complexes","Conditional phenotypes","PS00014","4","CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle)","ER."
"G235297","Essential","GTPase activating proteins (GAPs)","Intracellular transport complexes","Conditional phenotypes","PS00014","4","CELLULAR TRANSPORT AND TRANSPORTMECHANISMS","ER."
"G235297","Essential","Molecular chaperones","Intracellular transport complexes","Conditional phenotypes","PS00014","4","PROTEIN DESTINATION","ER."
"G235297","Essential","ATPases","Intracellular transport complexes","Sensitivity to antibiotics","PS00014","4","CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle)","ER."
"G235297","Essential","ATPases","Intracellular transport complexes","Sensitivity to antibiotics","PS00014","4","CELLULAR TRANSPORT AND TRANSPORTMECHANISMS","ER."
"G235297","Essential","Actin related proteins","Intracellular transport complexes","Sensitivity to antibiotics","PS00014","4","PROTEIN DESTINATION","ER."
"G235300","Essential","Ubiquitin-system proteins","Translocon","Conditional phenotypes","PS00636","5","CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle)","ER."
"G235300","Essential","Ubiquitin-system proteins","Translocon","Conditional phenotypes","PS00014","5","METABOLISM","ER."
"G235300","Essential","ATPases","Translocon","Cell cycle defects","PS00847","5","PROTEIN DESTINATION","ER."
"G235301","Non-Essential","Transcription factors","Gim complexes","Cell morphology and organelle mutants","PS00329","5","CELLULAR BIOGENESIS (proteins are not localized to the corresponding organelle)","cytoplasm."
"G235301","Non-Essential","Protein Kinases","Gim complexes","Cell morphology and organelle mutants","PS00108","5","CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle)","cytoplasm."
"G235301","Non-Essential","Ubiquitin-system proteins","Gim complexes","Cell morphology and organelle mutants","PS00017","5","PROTEIN DESTINATION","cytoplasm."
"G235301","Non-Essential","Ubiquitin-system proteins","Gim complexes","Conditional phenotypes","PS00017","5","CELLULAR BIOGENESIS (proteins are not localized to the corresponding organelle)","cytoplasm."
"G235301","Non-Essential","Protein Kinases","Gim complexes","Conditional phenotypes","PS00108","5","CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle)","cytoplasm."
"G235301","Non-Essential","ATPases","Gim complexes","Conditional phenotypes","PS00017","5","PROTEIN DESTINATION","cytoplasm."
"G235301","Non-Essential","ATPases","Gim complexes","Conditional phenotypes","PS00329","5","CELLULAR BIOGENESIS (proteins are not localized to the corresponding organelle)","cytoplasm."
"G235301","Non-Essential","GTP/GDP dissociation inhibitors (GDIs)","Gim complexes","Cell morphology and organelle mutants","PS00017","5","CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle)","cytoplasm."
"G235301","Non-Essential","Ubiquitin-system proteins","Gim complexes","Conditional phenotypes","PS00017","5","PROTEIN DESTINATION","cytoplasm."
"G235302","Essential","GTP/GDP dissociation inhibitors (GDIs)","Mitochondrial translocase complex","Cell morphology and organelle mutants","PS00125","5","CELLULAR BIOGENESIS (proteins are not localized to the corresponding organelle)","mitochondria."
"G235302","Essential","Transcription factors","Mitochondrial translocase complex","Conditional phenotypes","PS00297","5","CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle)","mitochondria."
"G235302","Essential","GTP/GDP dissociation inhibitors (GDIs)","Mitochondrial translocase complex","Conditional phenotypes","PS00297","5","CELLULAR TRANSPORT AND TRANSPORTMECHANISMS","mitochondria."
"G235302","Essential","Ubiquitin-system proteins","Mitochondrial translocase complex","Mating and sporulation defects","PS00297","5","PROTEIN DESTINATION","mitochondria."
"G235303","Non-Essential","ATPases","Respiration chain complexes","Auxotrophies, carbon and","PS00199","5","CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle)","mitochondria."
"G235303","Non-Essential","ATPases","Respiration chain complexes","Auxotrophies, carbon and","PS00199","5","ENERGY","mitochondria."
"G235303","Non-Essential","ATPases","Respiration chain complexes","Auxotrophies, carbon and","PS00200","5","CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle)","mitochondria."
"G235303","Non-Essential","ATPases","Respiration chain complexes","Auxotrophies, carbon and","PS00200","5","ENERGY","mitochondria."
"G235307","Non-Essential","Molecular chaperones","Histone acetyltransferase complexes","Nucleic acid metabolism defects","PS00678","5","CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle)","cytoplasm."
"G235307","Non-Essential","Ubiquitin-system proteins","Histone acetyltransferase complexes","Nucleic acid metabolism defects","PS00678","5","PROTEIN DESTINATION","cytoplasm."
"G235307","Non-Essential","Other kinases","Histone acetyltransferase complexes","Nucleic acid metabolism defects","PS00678","5","TRANSCRIPTION","cytoplasm."
"G235309","Ambiguous-Essential","Ubiquitin-system proteins","Exocyst complex","Auxotrophies, carbon and","PS00125","5","CELL GROWTH, CELL DIVISION AND DNA SYNTHESIS","cytoplasm."
"G235309","Ambiguous-Essential","Protein phosphatases","Exocyst complex","Auxotrophies, carbon and","PS00125","5","CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle)","cytoplasm."
"G235309","Ambiguous-Essential","GTP/GDP dissociation inhibitors (GDIs)","Exocyst complex","Auxotrophies, carbon and","PS00125","5","CELLULAR TRANSPORT AND TRANSPORTMECHANISMS","cytoplasm."
"G235309","Ambiguous-Essential","Protein Kinases","Exocyst complex","Cell morphology and organelle mutants","PS00125","5","CELL GROWTH, CELL DIVISION AND DNA SYNTHESIS","cytoplasm."
"G235309","Ambiguous-Essential","GTP/GDP dissociation inhibitors (GDIs)","Exocyst complex","Cell morphology and organelle mutants","PS00017","5","CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle)","cytoplasm."
"G235309","Ambiguous-Essential","GTP/GDP dissociation inhibitors (GDIs)","Exocyst complex","Cell morphology and organelle mutants","PS00674","5","CELLULAR TRANSPORT AND TRANSPORTMECHANISMS","cytoplasm."
"G235309","Ambiguous-Essential","Ubiquitin-system proteins","Exocyst complex","Conditional phenotypes","PS00581","5","CELL GROWTH, CELL DIVISION AND DNA SYNTHESIS","cytoplasm."
"G235309","Ambiguous-Essential","Polymerases","Exocyst complex","Conditional phenotypes","PS00030","5","CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle)","cytoplasm."
"G235309","Ambiguous-Essential","GTP/GDP dissociation inhibitors (GDIs)","Exocyst complex","Conditional phenotypes","PS00733","5","CELLULAR TRANSPORT AND TRANSPORTMECHANISMS","cytoplasm."
"G235310","Essential","ATPases","Proteasome","Cell cycle defects","PS00854","5","CELL GROWTH, CELL DIVISION AND DNA SYNTHESIS","nucleus."
"G235310","Essential","ATPases","Proteasome","Nucleic acid metabolism defects","PS00854","5","CELL RESCUE, DEFENSE, CELL DEATH AND AGEING","nucleus."
"G235310","Essential","Transcription factors","Proteasome","Conditional phenotypes","PS00854","5","CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle)","nucleus."
"G235310","Essential","ATPases","Proteasome","Sensitivity to aminoacid analogs and other drugs","PS00854","5","PROTEIN DESTINATION","nucleus."
"G235312","Non-Essential","Motorproteins","Cytoskeleton","Cell cycle defects","PS00017","5","CELL GROWTH, CELL DIVISION AND DNA SYNTHESIS","cytoskeleton."
"G235312","Non-Essential","GTP-binding proteins","Cytoskeleton","Cell cycle defects","PS00017","5","CELLULAR BIOGENESIS (proteins are not localized to the corresponding organelle)","cytoskeleton."
"G235312","Non-Essential","Motorproteins","Cytoskeleton","Cell cycle defects","PS00017","5","CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle)","cytoskeleton."
"G235312","Non-Essential","Motorproteins","Cytoskeleton","Cell morphology and organelle mutants","PS00411","5","CELL GROWTH, CELL DIVISION AND DNA SYNTHESIS","cytoskeleton."
"G235312","Non-Essential","GTP-binding proteins","Cytoskeleton","Cell morphology and organelle mutants","PS00017","5","CELLULAR BIOGENESIS (proteins are not localized to the corresponding organelle)","cytoskeleton."
"G235312","Non-Essential","Motorproteins","Cytoskeleton","Cell morphology and organelle mutants","PS00411","5","CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle)","cytoskeleton."
"G235312","Non-Essential","GTP-binding proteins","Cytoskeleton","Conditional phenotypes","PS00017","5","CELL GROWTH, CELL DIVISION AND DNA SYNTHESIS","cytoskeleton."
"G235312","Non-Essential","GTP-binding proteins","Cytoskeleton","Conditional phenotypes","PS00017","5","CELLULAR BIOGENESIS (proteins are not localized to the corresponding organelle)","cytoskeleton."
"G235312","Non-Essential","GTP-binding proteins","Cytoskeleton","Conditional phenotypes","PS01088","5","CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle)","cytoskeleton."
"G235313","Essential","GTP/GDP-exchange factors (GEFs)","Translation complexes","Auxotrophies, carbon and","PS00017","5","CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle)","cytoskeleton."
"G235317","Non-Essential","GTP-binding proteins","Translation complexes","Nucleic acid metabolism defects","PS01145","5","CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle)","cytoplasm."
"G235317","Non-Essential","GTP-binding proteins","Translation complexes","Sensitivity to antibiotics","PS01145","5","PROTEIN SYNTHESIS","cytoplasm."
"G235324","Essential","ATPases","Proteasome","Cell cycle defects","PS00854","5","CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle)","nucleus."
"G235324","Essential","ATPases","Proteasome","Sensitivity to aminoacid analogs and other drugs","PS00854","5","PROTEIN DESTINATION","nucleus."
"G235326","Non-Essential","GTP-binding proteins","Translation complexes","Nucleic acid metabolism defects","PS01145","5","CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle)","cytoplasm."
"G235326","Non-Essential","GTP-binding proteins","Translation complexes","Sensitivity to aminoacid analogs and other drugs","PS00017","5","PROTEIN SYNTHESIS","cytoplasm."
"G235327","Non-Essential","Transcription factors","Nuclear pore complex (NPC)","Conditional phenotypes","PS00017","5","CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle)","nucleus."
"G235327","Non-Essential","Motorproteins","Nuclear pore complex (NPC)","Cell morphology and organelle mutants","PS00017","5","CELLULAR TRANSPORT AND TRANSPORTMECHANISMS","nucleus."
"G235329","Essential","Transcription factors","RNA processing complexes","Conditional phenotypes","PS00028","5","CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle)","nucleus."
"G235329","Essential","Transcription factors","RNA processing complexes","Conditional phenotypes","PS00626","5","TRANSCRIPTION","nucleus."
"G235331","Non-Essential","GTP-binding proteins","Translation complexes","Nucleic acid metabolism defects","PS00733","5","CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle)","cytoplasm."
"G235331","Non-Essential","GTP-binding proteins","Translation complexes","Conditional phenotypes","PS00733","5","PROTEIN SYNTHESIS","cytoplasm."
"G235332","Essential","Protein Kinases","Transcription complexes/Transcriptosome","Nucleic acid metabolism defects","PS00351","5","CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle)","nucleus."
"G235332","Essential","Protein Kinases","Transcription complexes/Transcriptosome","Nucleic acid metabolism defects","PS00351","5","TRANSCRIPTION","nucleus."
"G235334","Non-Essential","Transcription factors","Transcription complexes/Transcriptosome","Conditional phenotypes","PS00017","5","CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle)","nucleus."
"G235334","Non-Essential","Transcription factors","Transcription complexes/Transcriptosome","Conditional phenotypes","PS00036","5","TRANSCRIPTION","nucleus."
"G235335","Non-Essential","Polymerases","Transcription complexes/Transcriptosome","Nucleic acid metabolism defects","PS00518","5","CELL RESCUE, DEFENSE, CELL DEATH AND AGEING","nucleus."
"G235335","Non-Essential","Polymerases","Transcription complexes/Transcriptosome","Nucleic acid metabolism defects","PS00685","5","CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle)","nucleus."
"G235336","Essential","ATPases","RNA processing complexes","Cell morphology and organelle mutants","PS00017","5","CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle)","cytoplasm."
"G235336","Essential","GTP/GDP-exchange factors (GEFs)","RNA processing complexes","Cell cycle defects","PS00017","5","PROTEIN SYNTHESIS","cytoplasm."
"G235336","Essential","GTP/GDP dissociation inhibitors (GDIs)","RNA processing complexes","Nucleic acid metabolism defects","PS00017","5","TRANSCRIPTION","cytoplasm."
"G235336","Essential","GTP/GDP-exchange factors (GEFs)","RNA processing complexes","Conditional phenotypes","PS00030","5","CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle)","cytoplasm."
"G235336","Essential","GTP/GDP-exchange factors (GEFs)","RNA processing complexes","Cell morphology and organelle mutants","PS00030","5","PROTEIN SYNTHESIS","cytoplasm."
"G235336","Essential","GTP/GDP dissociation inhibitors (GDIs)","RNA processing complexes","Conditional phenotypes","PS00030","5","TRANSCRIPTION","cytoplasm."
"G235336","Essential","GTP/GDP-exchange factors (GEFs)","Translation complexes","Conditional phenotypes","PS00017","5","CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle)","cytoplasm."
"G235336","Essential","GTP/GDP-exchange factors (GEFs)","Translation complexes","Conditional phenotypes","PS00017","5","PROTEIN SYNTHESIS","cytoplasm."
"G235336","Essential","GTP/GDP-exchange factors (GEFs)","Translation complexes","Cell morphology and organelle mutants","PS00017","5","TRANSCRIPTION","cytoplasm."
"G235336","Essential","GTP/GDP-exchange factors (GEFs)","Translation complexes","Conditional phenotypes","PS00030","5","CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle)","cytoplasm."
"G235336","Essential","GTP/GDP-exchange factors (GEFs)","Translation complexes","Conditional phenotypes","PS00030","5","PROTEIN SYNTHESIS","cytoplasm."
"G235336","Essential","GTP/GDP-exchange factors (GEFs)","Translation complexes","Cell morphology and organelle mutants","PS00030","5","TRANSCRIPTION","cytoplasm."
"G235340","Essential","Protein Kinases","SCF (Skp1-Cdc53-F-box protein) complexes","Cell cycle defects","PS00018","6","CELL GROWTH, CELL DIVISION AND DNA SYNTHESIS","cytoskeleton."
"G235340","Essential","GTP-binding proteins","SCF (Skp1-Cdc53-F-box protein) complexes","Cell cycle defects","PS00227","6","CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle)","cytoskeleton."
"G235340","Essential","GTP-binding proteins","SCF (Skp1-Cdc53-F-box protein) complexes","Cell morphology and organelle mutants","PS00227","6","CELL GROWTH, CELL DIVISION AND DNA SYNTHESIS","cytoskeleton."
"G235340","Essential","GTP-binding proteins","SCF (Skp1-Cdc53-F-box protein) complexes","Cell morphology and organelle mutants","PS00227","6","CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle)","cytoskeleton."
"G235340","Essential","GTP-binding proteins","SCF (Skp1-Cdc53-F-box protein) complexes","Conditional phenotypes","PS00227","6","CELL GROWTH, CELL DIVISION AND DNA SYNTHESIS","cytoskeleton."
"G235340","Essential","GTP-binding proteins","SCF (Skp1-Cdc53-F-box protein) complexes","Conditional phenotypes","PS00227","6","CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle)","cytoskeleton."
"G235344","Essential","Polymerases","Nuclear pore complex (NPC)","Conditional phenotypes","PS01154","6","CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle)","nucleus."
"G235344","Essential","Polymerases","Nuclear pore complex (NPC)","Conditional phenotypes","PS00115","6","CELLULAR TRANSPORT AND TRANSPORTMECHANISMS","nucleus."
"G235345","Essential","Polymerases","Proteasome","Conditional phenotypes","PS01166","6","CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle)","nucleus."
"G235345","Essential","ATPases","Proteasome","Conditional phenotypes","PS00854","6","PROTEIN DESTINATION","nucleus."
"G235348","Non-Essential","ATPases","Respiration chain complexes","Auxotrophies, carbon and","PS00152","6","CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle)","mitochondria."
"G235348","Non-Essential","ATPases","Respiration chain complexes","Auxotrophies, carbon and","PS00017","6","ENERGY","mitochondria."
"G235348","Non-Essential","ATPases","Respiration chain complexes","Cell morphology and organelle mutants","PS00017","6","CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle)","mitochondria."
"G235348","Non-Essential","ATPases","Respiration chain complexes","Cell morphology and organelle mutants","PS00152","6","ENERGY","mitochondria."
"G235348","Non-Essential","ATPases","Respiration chain complexes","Conditional phenotypes","PS00389","6","CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle)","mitochondria."
"G235348","Non-Essential","ATPases","Respiration chain complexes","Conditional phenotypes","PS00389","6","ENERGY","mitochondria."
"G235349","Non-Essential","Transcription factors","Anaphase promoting complex (APC)","Conditional phenotypes","PS00017","6","CELL GROWTH, CELL DIVISION AND DNA SYNTHESIS","nucleus."
"G235349","Non-Essential","Histones","Anaphase promoting complex (APC)","Conditional phenotypes","PS00046","6","CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle)","nucleus."
"G235349","Non-Essential","Histones","Anaphase promoting complex (APC)","Conditional phenotypes","PS00014","6","PROTEIN DESTINATION","nucleus."
"G235350","Essential","Polymerases","RSC complex (Remodel the structure of chromatin)","Mating and sporulation defects","PS00228","6","CELL GROWTH, CELL DIVISION AND DNA SYNTHESIS","nucleus."
"G235350","Essential","ATPases","RSC complex (Remodel the structure of chromatin)","Cell cycle defects","PS00633","6","CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle)","nucleus."
"G235350","Essential","Polymerases","RSC complex (Remodel the structure of chromatin)","Cell cycle defects","PS00190","6","TRANSCRIPTION","nucleus."
"G235357","Non-Essential","GTP-binding proteins","Translation complexes","Cell morphology and organelle mutants","PS00017","7","CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle)","mitochondria."
"G235357","Non-Essential","GTP-binding proteins","Translation complexes","Auxotrophies, carbon and","PS00017","7","PROTEIN SYNTHESIS","mitochondria."
"G235357","Non-Essential","GTP-binding proteins","Translation complexes","Cell morphology and organelle mutants","PS00190","7","CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle)","mitochondria."
"G235357","Non-Essential","GTP-binding proteins","Translation complexes","Conditional phenotypes","PS00190","7","PROTEIN SYNTHESIS","mitochondria."
"G235358","Non-Essential","Transcription factors","Transcription complexes/Transcriptosome","Cell cycle defects","PS00017","7","CELL GROWTH, CELL DIVISION AND DNA SYNTHESIS","nucleus."
"G235358","Non-Essential","Transcription factors","Transcription complexes/Transcriptosome","Mating and sporulation defects","PS00028","7","CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle)","nucleus."
"G235358","Non-Essential","Transcription factors","Transcription complexes/Transcriptosome","Cell morphology and organelle mutants","PS00028","7","TRANSCRIPTION","nucleus."
"G235359","Essential","GTP/GDP-exchange factors (GEFs)","Translation complexes","Cell morphology and organelle mutants","PS00709","7","CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle)","cytoplasm."
"G235359","Essential","GTP/GDP-exchange factors (GEFs)","Translation complexes","Cell cycle defects","PS00709","7","PROTEIN SYNTHESIS","cytoplasm."
"G235359","Essential","GTP/GDP-exchange factors (GEFs)","Translation complexes","Cell morphology and organelle mutants","PS00993","7","CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle)","cytoplasm."
